participant_id,age,sex,trip_id,trip_mode,trip_duration
26752,60,female,267522,pedestrian,15
171032,60,female,1710324,bus,60
209422,54,female,2094221,taxi,20
107022,21,male,1070222,bus,90
27461,48,male,274612,bus,90
27332,26,female,273322,bus,120
27351,75,male,273512,bus,120
27351,75,male,273511,bus,100
27331,56,female,273312,bus,60
27501,37,female,275012,pedestrian,7
27631,56,female,276313,car,30
311041,57,female,3110413,bus,75
194496,33,female,1944961,bus,60
194461,48,male,1944611,car,15
145661,64,female,1456616,pedestrian,130
147591,37,female,1475915,pedestrian,3
207513,11,female,2075132,car,30
P072212,57,female,P0722122,pedestrian,15
P075851,59,female,P0758511,pedestrian,20
P049521,43,male,P0495213,taxi,30
114913,24,female,1149132,bus,150
P073671,36,male,P0736711,bus,60
P076832,34,male,P0768322,bus,20
P076832,34,male,P0768323,bus,15
106846,10,male,1068461,pedestrian,50
27352,75,female,273522,bus,150
27421,31,male,274211,pedestrian,5
324131,64,female,3241312,bus,60
27421,31,male,274212,pedestrian,5
27662,62,female,276621,pedestrian,5
P074192,24,female,P0741921,bus,55
P008851,86,male,P0088512,pedestrian,20
130241,67,male,1302412,taxi,714
101153,12,male,1011532,bus,45
32231,27,male,322312,bus,120
107152,31,male,1071522,cycle,21
80171,32,male,801711,motorcycle,15
27671,62,male,276712,bus,40
194401,23,male,1944011,bus,90
311082,22,male,3110822,car,40
27671,62,male,276713,bus,30
27202,29,female,272023,car,15
207041,43,male,2070412,bus,120
311061,45,female,3110612,pedestrian,5
147591,37,female,1475913,rail,20
311091,40,female,3110912,pedestrian,20
311081,40,female,3110813,car,40
77453,23,female,774532,pedestrian,15
311061,45,female,3110614,pedestrian,90
311081,40,female,3110815,bus,35
27411,70,female,274112,pedestrian,10
27631,56,female,276312,pedestrian,120
27801,60,female,278011,pedestrian,60
53441,60,male,534411,bus,85
27801,60,female,278012,pedestrian,10
27833,19,female,278331,motorcycle,30
27651,24,male,276511,motorcycle,50
27522,73,female,275222,pedestrian,5
187454,23,male,1874541,bus,45
206482,27,female,2064822,bus,90
187541,45,female,1875411,bus,120
48232,60,female,482321,bus,60
P079312,38,female,P0793122,pedestrian,10
27682,23,male,276822,bus,60
107541,58,male,1075411,bus,1
27823,22,male,278231,motorcycle,75
213542,46,female,2135423,car,20
133601,89,female,1336012,taxi,60
52412,33,female,524121,cycle,50
106852,32,male,1068521,pedestrian,10
147481,27,female,1474811,pedestrian,10
27911,44,male,279111,pedestrian,45
107471,24,male,1074711,bus,60
107572,23,male,1075721,motorcycle,70
107582,11,female,1075821,pedestrian,5
107651,29,female,1076513,car,60
107652,21,male,1076521,taxi,25
107742,6,female,1077423,car,100
107801,32,female,1078011,cycle,60
