participant_id,age,sex,trip_id,trip_mode,trip_duration
2,40,Female,NA,NA,NA
3,14,Female,2,bus,110
3,14,Female,1,pedestrian,30
1,58,Female,2,bus,120
1,58,Female,1,bus,90
2,51,Female,1,bus,180
2,51,Female,2,bus,160
1,72,Female,1,pedestrian,5
1,72,Female,2,pedestrian,5
2,36,Female,NA,NA,NA
4,26,Female,2,bus,90
4,26,Female,1,bus,15
4,26,Female,3,bus,180
1,35,Female,2,car,10
1,35,Female,1,car,10
1,36,Male,1,bus,120
1,37,Male,1,bus,90
1,37,Male,2,bus,150
2,30,Male,1,motorcycle,90
2,30,Male,2,motorcycle,90
2,48,Female,1,pedestrian,8
2,48,Female,2,pedestrian,8
2,56,Female,2,pedestrian,45
2,56,Female,1,pedestrian,45
2,40,Female,2,car,60
2,40,Female,1,car,30
2,47,Female,1,bus,210
2,47,Female,2,bus,170
2,47,Female,3,car,85
2,47,Female,4,car,180
2,49,Female,2,bus,100
2,49,Female,1,bus,60
2,69,Female,NA,NA,NA
2,13,Female,2,car,70
2,13,Female,1,car,70
3,10,Female,2,car,70
3,10,Female,1,car,70
1,55,Male,2,bus,35
1,55,Male,1,bus,60
1,55,Male,3,pedestrian,10
1,55,Male,4,pedestrian,10
1,47,Male,1,bus,90
1,47,Male,2,bus,120
3,25,Male,1,motorcycle,55
3,25,Male,2,motorcycle,60
3,28,Male,2,car,40
3,28,Male,1,bus,90
3,50,Male,2,bus,55
3,50,Male,1,motorcycle,35
2,60,Female,NA,NA,NA
5,3,Female,NA,NA,NA
2,49,Female,2,bus,45
2,49,Female,1,bus,30
3,23,Female,4,bus,40
3,23,Female,3,car,10
3,23,Female,2,car,25
3,23,Female,1,bus,10
1,28,Female,4,pedestrian,30
1,28,Female,6,pedestrian,30
1,28,Female,7,pedestrian,10
1,28,Female,5,pedestrian,5
1,28,Female,1,pedestrian,10
1,28,Female,2,pedestrian,20
1,28,Female,3,pedestrian,20
1,69,Female,4,taxi,45
1,69,Female,1,taxi,20
1,69,Female,3,pedestrian,20
1,69,Female,2,pedestrian,70
2,61,Female,2,pedestrian,10
2,61,Female,1,pedestrian,7
2,61,Female,3,pedestrian,5
2,61,Female,4,pedestrian,5
3,39,Female,2,pedestrian,3
3,39,Female,1,pedestrian,3
3,39,Female,3,pedestrian,5
3,39,Female,4,pedestrian,5
2,29,Male,3,bus,70
2,29,Male,4,bus,90
2,29,Male,1,bus,90
2,29,Male,2,bus,100
1,89,Male,NA,NA,NA
3,20,Male,1,pedestrian,10
3,20,Male,2,pedestrian,10
4,2,Male,NA,NA,NA
1,41,Female,2,bus,75
1,41,Female,1,bus,75
3,26,Female,1,bus,120
3,26,Female,2,bus,105
2,20,Female,4,taxi,15
2,20,Female,3,taxi,10
2,20,Female,1,bus,55
2,20,Female,2,bus,90
1,53,Female,2,pedestrian,40
1,53,Female,1,pedestrian,60
2,50,Female,NA,NA,NA
1,51,Female,2,car,60
1,51,Female,1,bus,60
2,43,Female,NA,NA,NA
3,23,Female,2,bus,25
3,23,Female,1,bus,780
2,61,Female,2,pedestrian,5
2,61,Female,1,pedestrian,5
1,50,Female,1,pedestrian,5
1,50,Female,2,pedestrian,5
1,47,Male,2,bus,60
1,47,Male,3,pedestrian,30
1,47,Male,4,pedestrian,30
1,47,Male,1,bus,40
1,58,Male,1,rail,45
1,58,Male,2,rail,40
3,25,Male,2,bus,90
3,25,Male,1,bus,60
4,4,Male,NA,NA,NA
2,49,Female,1,bus,30
2,49,Female,2,bus,50
3,28,Male,1,cycle,60
3,28,Male,2,bus,75
3,28,Male,3,bus,75
7,4,Male,NA,NA,NA
1,35,Male,3,pedestrian,20
1,35,Male,4,pedestrian,20
1,35,Male,1,pedestrian,10
1,35,Male,2,pedestrian,15
1,58,Female,6,pedestrian,10
1,58,Female,4,bus,150
1,58,Female,3,bus,90
1,58,Female,1,bus,90
1,58,Female,2,bus,30
1,58,Female,5,pedestrian,15
